,tag,stmt,2009-06-30 00:00:00,2009-09-30 00:00:00,2009-12-31 00:00:00,2010-03-31 00:00:00,2010-06-30 00:00:00,2010-09-30 00:00:00,2010-12-31 00:00:00,2011-03-31 00:00:00,2011-06-30 00:00:00,2011-09-30 00:00:00,2011-12-31 00:00:00,2012-03-31 00:00:00,2012-06-30 00:00:00,2012-09-30 00:00:00,2012-12-31 00:00:00,2013-03-31 00:00:00,2013-06-30 00:00:00,2013-09-30 00:00:00,2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-31 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2017-12-31 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00
10,WeightedAverageNumberOfDilutedSharesOutstanding,IS,3824100000.0,3962000000.0,3880000000.0,3994700000.0,4005600000.0,3971900000.0,3976900000.0,4014100000.0,3983200000.0,3872200000.0,3920300000.0,3833400000.0,3820500000.0,3813900000.0,3822200000.0,3847000000.0,3814300000.0,3767000000.0,3814900000.0,3823600000.0,3812500000.0,3788700000.0,3797500000.0,3757500000.0,3743600000.0,3725600000.0,3732800000.0,3696900000.0,3666500000.0,3629600000.0,3649800000.0,3630400000.0,3599000000.0,3559600000.0,3576800000.0,3479500000.0,3434700000.0,3394300000.0,3414000000.0,3308200000.0,3259700000.0,3207200000.0,3230400000.0,3100700000.0,3081000000.0,3082800000.0,3087400000.0,3078900000.0,3041900000.0,3005100000.0,3026600000.0,2981000000.0,2966300000.0,2965400000.0,2970000000.0,2972700000.0,2948300000.0,2932100000.0,2943100000.0,2912800000.0,2894900000.0
11,CommonStockDividendsPerShareCashPaid,IS,0.05,0.05,0.2,0.05,0.05,0.05,0.2,0.25,0.25,0.25,1.0,0.3,0.3,0.3,1.2,0.3,,,1.44,,,,1.58,0.4,0.44,0.44,1.72,0.44,0.48,0.48,1.88,0.5,0.5,0.56,2.12,0.56,0.56,0.8,,,,,,,,,,,,,,,,,,,,,,,
12,OtherNoninterestIncome,IS,10000000.0,625000000.0,916000000.0,412000000.0,585000000.0,468000000.0,2044000000.0,574000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PrincipalTransactionsRevenue,IS,3097000000.0,3860000000.0,9796000000.0,4548000000.0,2090000000.0,2341000000.0,10894000000.0,4745000000.0,3140000000.0,1370000000.0,10005000000.0,3382000000.0,-427000000.0,2047000000.0,5536000000.0,3761000000.0,3760000000.0,2662000000.0,10141000000.0,3322000000.0,2908000000.0,2966000000.0,10531000000.0,3655000000.0,2834000000.0,2367000000.0,10408000000.0,2679000000.0,2976000000.0,3451000000.0,11566000000.0,3582000000.0,3137000000.0,2721000000.0,11347000000.0,3952000000.0,3782000000.0,2964000000.0,12059000000.0,4076000000.0,3714000000.0,3449000000.0,14018000000.0,2937000000.0,7621000000.0,4142000000.0,18021000000.0,6500000000.0,4076000000.0,3546000000.0,16304000000.0,5105000000.0,4990000000.0,5383000000.0,19912000000.0,7615000000.0,6910000000.0,6210000000.0,24460000000.0,6790000000.0,6814000000.0
14,LaborAndRelatedExpense,IS,6917000000.0,7311000000.0,26928000000.0,7276000000.0,7616000000.0,6661000000.0,177000000.0,8263000000.0,7569000000.0,6908000000.0,29037000000.0,8613000000.0,7427000000.0,7503000000.0,30585000000.0,8414000000.0,8019000000.0,7325000000.0,30810000000.0,7859000000.0,7610000000.0,7831000000.0,30160000000.0,8043000000.0,7694000000.0,7320000000.0,29750000000.0,7660000000.0,7778000000.0,7669000000.0,29979000000.0,8201000000.0,7706000000.0,7646000000.0,31009000000.0,8862000000.0,8338000000.0,8108000000.0,33117000000.0,8937000000.0,8547000000.0,8583000000.0,34155000000.0,8895000000.0,9509000000.0,8630000000.0,34988000000.0,10601000000.0,9814000000.0,9087000000.0,38567000000.0,10787000000.0,10301000000.0,10539000000.0,41636000000.0,11676000000.0,11216000000.0,11726000000.0,46465000000.0,13118000000.0,12953000000.0
15,SecuritiesGains,IS,347000000.0,184000000.0,1110000000.0,610000000.0,1000000000.0,102000000.0,2965000000.0,102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,NoninterestIncome,IS,12953000000.0,13885000000.0,49282000000.0,13961000000.0,12414000000.0,11322000000.0,51693000000.0,13316000000.0,14943000000.0,11946000000.0,49545000000.0,15046000000.0,11034000000.0,14170000000.0,52121000000.0,14189000000.0,14507000000.0,12342000000.0,53287000000.0,12326000000.0,13656000000.0,13139000000.0,508000000.0,13389000000.0,13128000000.0,11856000000.0,3316000000.0,11859000000.0,13033000000.0,13070000000.0,-846000000.0,12611000000.0,13262000000.0,12528000000.0,49527000000.0,14595000000.0,14268000000.0,13352000000.0,53970000000.0,14670000000.0,14434000000.0,15113000000.0,58382000000.0,13812000000.0,19127000000.0,16134000000.0,64980000000.0,19377000000.0,17738000000.0,16567000000.0,69338000000.0,16845000000.0,15587000000.0,15198000000.0,61985000000.0,17638000000.0,19528000000.0,17148000000.0,68837000000.0,18852000000.0,27454000000.0
17,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IS,4072000000.0,5063000000.0,16067000000.0,4537000000.0,7107000000.0,6203000000.0,14329000000.0,8057000000.0,,,9585000000.0,7641000000.0,7000000000.0,7986000000.0,28917000000.0,9082000000.0,9298000000.0,34000000.0,25914000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WeightedAverageNumberOfSharesOutstandingBasic,IS,3811500000.0,3937900000.0,3863000000.0,3970500000.0,3983500000.0,3954300000.0,3956300000.0,3981600000.0,3958400000.0,3859600000.0,3900400000.0,3818800000.0,3808900000.0,3803300000.0,3809400000.0,3818200000.0,3782400000.0,3767000000.0,3782400000.0,3787200000.0,3780600000.0,3755400000.0,3763500000.0,3725300000.0,3707800000.0,3694400000.0,3700400000.0,3669900000.0,3635800000.0,3597400000.0,3618500000.0,3601700000.0,3574100000.0,3534700000.0,3551600000.0,3458300000.0,3415200000.0,3376100000.0,3396400000.0,3298000000.0,3250600000.0,3198500000.0,3221500000.0,3095800000.0,3076300000.0,3077800000.0,3082400000.0,3073500000.0,3036600000.0,2999900000.0,3021500000.0,2977000000.0,2962200000.0,2961200000.0,2965800000.0,2968500000.0,2943800000.0,2927500000.0,2938600000.0,2908300000.0,2889800000.0
19,ProfessionalAndOutsideServices,IS,1518000000.0,1517000000.0,6232000000.0,1575000000.0,1685000000.0,1718000000.0,6767000000.0,1735000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,InterestAndDividendIncomeOperating,IS,16549000000.0,16260000000.0,66350000000.0,16845000000.0,15719000000.0,15606000000.0,63782000000.0,15447000000.0,15632000000.0,15160000000.0,61293000000.0,14701000000.0,14099000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MortgageFeesAndRelatedIncome,IS,784000000.0,843000000.0,3678000000.0,658000000.0,888000000.0,707000000.0,3870000000.0,-487000000.0,1103000000.0,1380000000.0,2721000000.0,2010000000.0,2265000000.0,2377000000.0,8687000000.0,1452000000.0,1823000000.0,841000000.0,5205000000.0,514000000.0,1291000000.0,903000000.0,3563000000.0,705000000.0,783000000.0,469000000.0,2513000000.0,667000000.0,689000000.0,624000000.0,2491000000.0,406000000.0,404000000.0,429000000.0,1616000000.0,465000000.0,324000000.0,262000000.0,1254000000.0,396000000.0,279000000.0,887000000.0,2036000000.0,320000000.0,917000000.0,1087000000.0,3091000000.0,704000000.0,551000000.0,600000000.0,2170000000.0,460000000.0,378000000.0,314000000.0,1250000000.0,221000000.0,278000000.0,414000000.0,1176000000.0,275000000.0,348000000.0
22,IncomeTaxExpenseBenefit,IS,1351000000.0,1551000000.0,4415000000.0,1211000000.0,2312000000.0,1785000000.0,511000000.0,2502000000.0,2696000000.0,1556000000.0,1089000000.0,2258000000.0,2040000000.0,2278000000.0,7633000000.0,2553000000.0,2802000000.0,414000000.0,7991000000.0,2233000000.0,2346000000.0,2119000000.0,-1430000000.0,2310000000.0,2087000000.0,-74000000.0,-1640000000.0,2058000000.0,3140000000.0,2653000000.0,-876000000.0,1893000000.0,2720000000.0,2824000000.0,11459000000.0,1950000000.0,2256000000.0,2309000000.0,8290000000.0,2054000000.0,1690000000.0,2325000000.0,8114000000.0,251000000.0,878000000.0,2218000000.0,6276000000.0,3397000000.0,3149000000.0,2424000000.0,11228000000.0,1781000000.0,2216000000.0,2264000000.0,8490000000.0,3345000000.0,3114000000.0,3582000000.0,12060000000.0,3874000000.0,5286000000.0
23,InterestIncomeExpenseNet,IS,12670000000.0,12737000000.0,51152000000.0,13710000000.0,12687000000.0,12502000000.0,51001000000.0,11905000000.0,11836000000.0,11817000000.0,47689000000.0,11666000000.0,11146000000.0,10976000000.0,44910000000.0,10933000000.0,10704000000.0,10775000000.0,43319000000.0,10667000000.0,10798000000.0,11107000000.0,43634000000.0,10677000000.0,10684000000.0,10924000000.0,43510000000.0,11380000000.0,11347000000.0,11603000000.0,46083000000.0,12064000000.0,12208000000.0,12798000000.0,50097000000.0,13312000000.0,13485000000.0,13908000000.0,55059000000.0,14453000000.0,14398000000.0,14228000000.0,57245000000.0,14439000000.0,13853000000.0,13013000000.0,54563000000.0,12889000000.0,12741000000.0,13080000000.0,52311000000.0,13872000000.0,15128000000.0,17518000000.0,66710000000.0,20711000000.0,21779000000.0,22726000000.0,89267000000.0,23082000000.0,22746000000.0
24,MergerAndAcquisitionCost,IS,143000000.0,103000000.0,481000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,OccupancyExpense,IS,914000000.0,923000000.0,3666000000.0,869000000.0,883000000.0,884000000.0,3681000000.0,978000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,NoninterestExpense,IS,13520000000.0,13455000000.0,52352000000.0,16124000000.0,14631000000.0,14398000000.0,61196000000.0,15995000000.0,16842000000.0,15534000000.0,62911000000.0,18345000000.0,14966000000.0,15371000000.0,64729000000.0,15423000000.0,15866000000.0,23626000000.0,70467000000.0,14636000000.0,15431000000.0,15798000000.0,61274000000.0,14883000000.0,14500000000.0,15368000000.0,59014000000.0,13837000000.0,13638000000.0,14463000000.0,55771000000.0,15019000000.0,14506000000.0,14318000000.0,58434000000.0,16080000000.0,15971000000.0,15623000000.0,63394000000.0,16395000000.0,16341000000.0,16422000000.0,65497000000.0,16850000000.0,16942000000.0,16875000000.0,66656000000.0,18725000000.0,17667000000.0,17063000000.0,71343000000.0,19191000000.0,18749000000.0,19178000000.0,76140000000.0,20107000000.0,20822000000.0,21757000000.0,87172000000.0,22757000000.0,23713000000.0
27,NetIncomeLossAvailableToCommonStockholdersBasic,IS,1072000000.0,3240000000.0,8774000000.0,2974000000.0,4363000000.0,4019000000.0,15764000000.0,5136000000.0,5067000000.0,3936000000.0,17568000000.0,5017000000.0,4634000000.0,5346000000.0,19877000000.0,6131000000.0,6101000000.0,-650000000.0,16593000000.0,4898000000.0,5573000000.0,,20093000000.0,5452000000.0,5776000000.0,6270000000.0,22406000000.0,4991000000.0,5666000000.0,5747000000.0,22583000000.0,5975000000.0,6555000000.0,6262000000.0,22567000000.0,8238000000.0,7880000000.0,7948000000.0,30709000000.0,8753000000.0,9192000000.0,8606000000.0,34642000000.0,2431000000.0,4265000000.0,9015000000.0,27410000000.0,13851000000.0,11496000000.0,11229000000.0,46503000000.0,7845000000.0,8195000000.0,9255000000.0,35892000000.0,12193000000.0,14011000000.0,12685000000.0,47760000000.0,12942000000.0,17718000000.0
28,LendingAndDepositRelatedFees,IS,1766000000.0,1826000000.0,7045000000.0,1646000000.0,1586000000.0,1563000000.0,6340000000.0,1546000000.0,1649000000.0,1643000000.0,6458000000.0,1517000000.0,1546000000.0,1562000000.0,6196000000.0,1468000000.0,1489000000.0,1519000000.0,5945000000.0,1405000000.0,1463000000.0,1479000000.0,5801000000.0,1363000000.0,1418000000.0,1463000000.0,5694000000.0,1403000000.0,1403000000.0,1484000000.0,5774000000.0,1448000000.0,1482000000.0,1497000000.0,5933000000.0,1477000000.0,1495000000.0,1542000000.0,6052000000.0,1482000000.0,1535000000.0,1626000000.0,6369000000.0,1706000000.0,1431000000.0,1647000000.0,6511000000.0,1687000000.0,1760000000.0,1801000000.0,7032000000.0,1839000000.0,1873000000.0,1731000000.0,7098000000.0,1620000000.0,1828000000.0,2039000000.0,7413000000.0,1902000000.0,1828000000.0
29,AssetManagementAdministrationAndCommissions,IS,3124000000.0,3158000000.0,12540000000.0,3265000000.0,3349000000.0,3188000000.0,13499000000.0,3606000000.0,3703000000.0,3448000000.0,14094000000.0,3392000000.0,3461000000.0,3336000000.0,13868000000.0,3599000000.0,3865000000.0,3667000000.0,15106000000.0,3836000000.0,4007000000.0,3978000000.0,15931000000.0,3807000000.0,4015000000.0,3845000000.0,15509000000.0,3624000000.0,3681000000.0,3597000000.0,14591000000.0,3677000000.0,3824000000.0,3846000000.0,15377000000.0,4309000000.0,4304000000.0,4310000000.0,17118000000.0,4114000000.0,4353000000.0,4351000000.0,17165000000.0,4540000000.0,4266000000.0,4470000000.0,18177000000.0,5029000000.0,5194000000.0,5257000000.0,21029000000.0,5362000000.0,5240000000.0,5069000000.0,20677000000.0,,,,,,
30,GrossImpairmentLosses,IS,882000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,InvestmentBankingRevenue,IS,2106000000.0,1679000000.0,7087000000.0,1461000000.0,1421000000.0,1476000000.0,6190000000.0,1793000000.0,1933000000.0,1052000000.0,5911000000.0,1381000000.0,1257000000.0,1443000000.0,5808000000.0,1445000000.0,1717000000.0,1507000000.0,6354000000.0,1420000000.0,1751000000.0,1538000000.0,6542000000.0,1794000000.0,1833000000.0,1604000000.0,6751000000.0,1333000000.0,1644000000.0,1866000000.0,6448000000.0,1817000000.0,1810000000.0,1843000000.0,7248000000.0,1736000000.0,2168000000.0,1832000000.0,7550000000.0,1840000000.0,1851000000.0,1967000000.0,7501000000.0,1866000000.0,2850000000.0,2187000000.0,9486000000.0,2970000000.0,3470000000.0,3282000000.0,13216000000.0,2008000000.0,1586000000.0,1674000000.0,6686000000.0,1649000000.0,1513000000.0,1722000000.0,6519000000.0,1954000000.0,2304000000.0
32,EarningsPerShareBasic,IS,0.28,0.82,2.27,0.75,1.1,1.02,3.98,1.29,1.28,1.02,4.5,1.31,1.22,1.41,5.22,1.61,1.61,-0.17,4.39,1.29,1.47,1.37,5.34,1.46,1.56,1.7,6.05,1.36,1.56,1.6,6.24,1.66,1.83,1.77,6.35,2.38,2.31,2.35,9.04,2.65,2.83,2.69,10.75,0.79,1.39,2.93,8.89,4.51,3.79,3.74,15.39,2.64,2.77,3.13,12.1,4.11,4.76,4.33,16.25,4.45,6.13
33,NetIncomeLoss,IS,2721000000.0,3588000000.0,11728000000.0,3326000000.0,4795000000.0,4418000000.0,-2646000000.0,5555000000.0,5431000000.0,4262000000.0,-2829000000.0,5383000000.0,4960000000.0,5708000000.0,-2190000000.0,6529000000.0,6496000000.0,-380000000.0,-7573000000.0,5274000000.0,5985000000.0,5572000000.0,21762000000.0,5914000000.0,6290000000.0,6804000000.0,24442000000.0,5520000000.0,6200000000.0,6286000000.0,24733000000.0,6448000000.0,7029000000.0,6732000000.0,24441000000.0,8712000000.0,8316000000.0,8380000000.0,32474000000.0,9179000000.0,9652000000.0,9080000000.0,36431000000.0,2865000000.0,4687000000.0,9443000000.0,29131000000.0,14300000000.0,11948000000.0,11687000000.0,48334000000.0,8282000000.0,8649000000.0,9737000000.0,37676000000.0,12622000000.0,14472000000.0,13151000000.0,49552000000.0,13419000000.0,18149000000.0
34,EarningsPerShareDiluted,IS,0.28,0.82,2.26,0.74,1.09,1.01,3.96,1.28,1.27,1.02,4.48,1.31,1.21,1.4,5.2,1.59,1.6,-0.17,4.35,1.28,1.46,1.36,5.29,1.45,1.54,1.68,6.0,1.35,1.55,1.58,6.19,1.65,1.82,1.76,6.31,2.37,2.29,2.34,9.0,2.65,2.82,2.68,10.72,0.78,1.38,2.92,8.88,4.5,3.78,3.74,15.36,2.63,2.76,3.12,12.09,4.1,4.75,4.33,16.23,4.44,6.12
35,TotalOtherThanTemporaryImpairmentLosses,IS,,0.0,946000000.0,94000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerBasicShare,IS,,0.8,2.25,,,1.02,3.98,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerDilutedShare,IS,,0.8,2.24,,,1.01,3.96,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,IS,,3512000000.0,11652000000.0,,,4418000000.0,17370000000.0,,,,18976000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ExtraordinaryItemNetOfTax,IS,,76000000.0,76000000.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CreditLosses,IS,,18000000.0,578000000.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,IS,,,,,0.0,0.0,100000000.0,30000000.0,-13000000.0,15000000.0,76000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,OtherThanTemporaryImpairmentLossesInvestments,IS,,,,,0.0,0.0,94000000.0,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterest,IS,,,,,0.0,0.0,6000000.0,3000000.0,13000000.0,-15000000.0,-49000000.0,3000000.0,84000000.0,-2000000.0,85000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ProfessionalAndContractServicesExpense,IS,,,,,,,,,1866000000.0,1860000000.0,7482000000.0,1795000000.0,1857000000.0,1759000000.0,7429000000.0,1734000000.0,1901000000.0,1897000000.0,7641000000.0,1786000000.0,1932000000.0,1907000000.0,7705000000.0,1634000000.0,1768000000.0,1776000000.0,7002000000.0,1548000000.0,1700000000.0,1665000000.0,6655000000.0,1543000000.0,1644000000.0,1705000000.0,6840000000.0,2121000000.0,2126000000.0,2086000000.0,8502000000.0,2039000000.0,2212000000.0,2056000000.0,8533000000.0,2028000000.0,1999000000.0,2178000000.0,8464000000.0,2203000000.0,2385000000.0,2523000000.0,9814000000.0,2572000000.0,2469000000.0,2481000000.0,10174000000.0,2448000000.0,2561000000.0,2620000000.0,10235000000.0,2548000000.0,2722000000.0
45,ProvisionForLoanLeaseAndOtherLossesExcludingAccountingPolicyConformity,IS,,,,,,,,,1810000000.0,2411000000.0,7574000000.0,726000000.0,214000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ImpairmentOfInvestments,IS,,,,,,,,,0.0,0.0,27000000.0,10000000.0,103000000.0,0.0,113000000.0,0.0,0.0,0.0,1000000.0,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
